1.701180097473028852e+01,-2.230671255892973548e+01,6.900000000000000000e+01
2.331180097473028923e+01,-1.590671255892973512e+01,7.200000000000000000e+01
1.611180097473028994e+01,-1.460671255892973619e+01,7.500000000000000000e+01
1.561180097473028816e+01,-1.850671255892973477e+01,7.600000000000000000e+01
1.331180097473028923e+01,-1.470671255892973583e+01,8.400000000000000000e+01
1.581180097473028923e+01,-1.740671255892973335e+01,8.600000000000000000e+01
1.491180097473028887e+01,-1.130671255892973548e+01,8.800000000000000000e+01
1.771180097473028781e+01,-1.930671255892973548e+01,9.000000000000000000e+01
1.601180097473028852e+01,-1.790671255892973335e+01,9.100000000000000000e+01
1.781180097473028923e+01,-1.930671255892973548e+01,1.020000000000000000e+02
1.491180097473028887e+01,-1.820671255892973761e+01,1.140000000000000000e+02
1.701180097473028852e+01,-2.240671255892973335e+01,1.150000000000000000e+02
1.771180097473028781e+01,-1.980671255892973548e+01,1.390000000000000000e+02
2.341180097473029065e+01,-1.990671255892973335e+01,1.440000000000000000e+02
1.781180097473028923e+01,-1.970671255892973761e+01,1.550000000000000000e+02
1.731180097473028923e+01,-1.960671255892973619e+01,1.570000000000000000e+02
1.561180097473028816e+01,-1.310671255892973619e+01,1.700000000000000000e+02
1.501180097473028852e+01,-1.180671255892973548e+01,1.780000000000000000e+02
2.141180097473029065e+01,-1.840671255892973335e+01,1.780000000000000000e+02
2.281180097473028923e+01,-1.750671255892973477e+01,1.810000000000000000e+02
1.351180097473028852e+01,-1.490671255892973512e+01,1.870000000000000000e+02
1.781180097473028923e+01,-2.020671255892973761e+01,1.880000000000000000e+02
2.071180097473028781e+01,-2.180671255892973548e+01,1.880000000000000000e+02
1.881180097473028923e+01,-2.060671255892973619e+01,1.920000000000000000e+02
1.701180097473028852e+01,-2.260671255892973619e+01,1.950000000000000000e+02
1.581180097473028923e+01,-1.340671255892973512e+01,2.030000000000000000e+02
2.081180097473028923e+01,-2.110671255892973619e+01,2.060000000000000000e+02
2.321180097473028781e+01,-1.950671255892973477e+01,2.060000000000000000e+02
1.571180097473028781e+01,-1.270671255892973583e+01,2.130000000000000000e+02
1.341180097473028887e+01,-1.500671255892973477e+01,2.150000000000000000e+02
1.351180097473028852e+01,-1.480671255892973548e+01,2.210000000000000000e+02
2.081180097473028923e+01,-2.100671255892973477e+01,2.260000000000000000e+02
1.791180097473029065e+01,-2.120671255892973761e+01,2.270000000000000000e+02
1.891180097473029065e+01,-2.240671255892973335e+01,2.270000000000000000e+02
2.451180097473028852e+01,-1.760671255892973619e+01,2.340000000000000000e+02
2.311180097473028994e+01,-1.520671255892973583e+01,2.380000000000000000e+02
1.581180097473028923e+01,-2.190671255892973335e+01,2.390000000000000000e+02
1.471180097473028781e+01,-1.800671255892973477e+01,2.530000000000000000e+02
1.381180097473028923e+01,-1.800671255892973477e+01,2.530000000000000000e+02
1.551180097473028852e+01,-1.280671255892973548e+01,2.530000000000000000e+02
1.561180097473028816e+01,-1.600671255892973477e+01,2.530000000000000000e+02
2.291180097473029065e+01,-2.050671255892973477e+01,2.530000000000000000e+02
1.551180097473028852e+01,-1.860671255892973619e+01,2.540000000000000000e+02
1.561180097473028816e+01,-1.360671255892973619e+01,2.540000000000000000e+02
1.791180097473029065e+01,-1.980671255892973548e+01,2.540000000000000000e+02
1.631180097473028923e+01,-9.506712558929734769e+00,2.550000000000000000e+02
2.061180097473028994e+01,-2.260671255892973619e+01,2.550000000000000000e+02
1.781180097473028923e+01,-1.630671255892973548e+01,2.550000000000000000e+02
1.701180097473028852e+01,-2.250671255892973477e+01,2.550000000000000000e+02
1.601180097473028852e+01,-1.830671255892973548e+01,2.550000000000000000e+02
